Collection Name,Title#1,Name#1,Name URI#1,Resource Type#1,Resource Type URI#1,Genre#1,Genre URI#1,Date Created#1,Language Term#1,Language Term URI#1,Language Term Type#1,Extent#1,Form#1,Form URI#1,Form#2,Form URI#2,Abstract#1,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Name#1,Subject Name URI#1,Subject Geographic#1,Subject Geographic URI#1,Subject Genre#1,Subject Genre URI#1,Identifier#1,Identifier ARK#1,Physical Location#1,Shelf Locator#1,Date Captured#1,Internet Media Type#1,Digital Origin#1,Access Condition#1,Access Condition URI#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Sturtevant Plates,"Texas Ave. Colorado Chautauqua, No. 137","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Two women pose in front of a tent at the Chautauqua site in Boulder, Colorado.",Neighborhoods,http://id.worldcat.org/fast/1715963,Chautauquas,http://id.worldcat.org/fast/852616,Auditoriums,http://id.worldcat.org/fast/821234,Portraits,http://id.worldcat.org/fast/1072324,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_45_xx224.jpg,https://ark.colorado.edu/ark:/47540/bc1662664259,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,438,4897,narv_sturtevant_45_xx224.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~438~294443
Sturtevant Plates,The Alamo oil well. J.B. Sturtevant.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Four men stand outside an oil well with out buildings surrounding them.,Oil wells,http://id.worldcat.org/fast/1044913,Portraits,http://id.worldcat.org/fast/1072324,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,,,,,"[Boulder (Boulder, Colorado, United States, North America) (populated place)]",GNIS: 178680,,,narv_sturtevant_45_xx162.jpg,https://ark.colorado.edu/ark:/47540/48211k8878ts,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,381,4897,narv_sturtevant_45_xx162.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~381~294500
Sturtevant Plates,The American Quartet and Mandolin Club. No.100. J.B. Sturtevant.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Outdoor portrait of six Black men from The American Quartet and Mandolin Club. The men pose in front of a log cabin with a sign that reads, ""Rocky Mountain Joe's Place The Woodbine."" There is another sign on the cabin that reads ""Have your face tuck [indecipherable] for 15 Cts.""",Clubs,http://id.worldcat.org/fast/864940,Musical groups,http://id.worldcat.org/fast/1030722,Portraits,http://id.worldcat.org/fast/1072324,Photography--Studios and dark rooms,http://id.worldcat.org/fast/1061833,Rocky Mountain Joe,local,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,narv_sturtevant_46_xx296.jpg,https://ark.colorado.edu/ark:/47540/k2563051n8ch,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,498,4897,narv_sturtevant_46_xx296.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~498~294517
Sturtevant Plates,"The Barney Joyce Saloon at Salina after the explosion, May 27th, 1902, J.B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1902-05-27,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Barney Joyce Saloon at Salina after an explosion occured. Image is of the back of the building, burned up.",Bars (Drinking establishments),http://id.worldcat.org/fast/827779,Lost architecture,http://id.worldcat.org/fast/1002644,Accidents,http://id.worldcat.org/fast/795270,Explosions,http://id.worldcat.org/fast/918584,,,"Salina (Boulder, Colorado, United States, North America) (populated place)",GNIS: 202585,,,narv_sturtevant_47_xx361.jpg,https://ark.colorado.edu/ark:/47540/bk0s5350h4hv,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,538,4897,narv_sturtevant_47_xx361.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~538~294605
Sturtevant Plates,The Bessie Cave,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Four women and one man climb the rocks around the Bessie Cave rock formation in the mountains of Colorado.,Portraits,http://id.worldcat.org/fast/1072324,Rock climbing,http://id.worldcat.org/fast/1099140,Hiking,http://id.worldcat.org/fast/956758,Outdoor photography,http://id.worldcat.org/fast/1049157,,,"[Boulder (Boulder, Colorado, United States, North America) (populated place)]",GNIS: 178680,,,narv_sturtevant_44_xx105.jpg,https://ark.colorado.edu/ark:/47540/qm9h1f32v0rk,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,343,4897,narv_sturtevant_44_xx105.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~343~294397
Sturtevant Plates,The Boulder Chautauqua 1903. Photo by Rocky Mountain Joe. No.4.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1903,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Two boys and several women walk down a dirt road with tents in the field on the right of the road. The Flatirons can be seen on the mountain range in the background.,Portraits,http://id.worldcat.org/fast/1072324,Tents,http://id.worldcat.org/fast/1147746,Landscapes,http://id.worldcat.org/fast/1735625,Mountains,http://id.worldcat.org/fast/1028366,Rocky Mountain Joe,local,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_46_xx283.jpg,https://ark.colorado.edu/ark:/47540/7q487312v9r8,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,486,4897,narv_sturtevant_46_xx283.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~486~294529
Sturtevant Plates,The Boulder Oil Basin,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"The Boulder Oil Basin, oil field, landscape image with several oil drills shown. [Cataloger's note: bad negative].",Landscapes,http://id.worldcat.org/fast/1735625,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Oil wells,http://id.worldcat.org/fast/1044913,Horse-drawn vehicles,http://id.worldcat.org/fast/960548,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_48_xx629.jpg,https://ark.colorado.edu/ark:/47540/zs691x47f168,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,630,4897,narv_sturtevant_48_xx629.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~630~294633
Sturtevant Plates,"The Boulder Oil Basin, looking N.E. 1902. J.B. Sturtevant.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1902,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Aerial view of homes, farms and oil wells throughout the Boulder Oil Basin.",Landscapes,http://id.worldcat.org/fast/1735625,Cities and towns,http://id.worldcat.org/fast/861748,Farms,http://id.worldcat.org/fast/921422,Dwellings,http://id.worldcat.org/fast/899978,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_46_xx290.jpg,https://ark.colorado.edu/ark:/47540/jn5x872770cx,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,493,4897,narv_sturtevant_46_xx290.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~493~294522
Sturtevant Plates,"The Boulder Oil Basin, No. 6","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"A cow eats the grass in front of a field of oil derricks in Boulder, Colorado.",Oil wells,http://id.worldcat.org/fast/1044913,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Landscapes,http://id.worldcat.org/fast/1735625,Oil fields,http://id.worldcat.org/fast/1044579,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_44_xx159.jpg,https://ark.colorado.edu/ark:/47540/3g245598w1hx,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,378,4897,narv_sturtevant_44_xx159.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~378~294431
Sturtevant Plates,"The Boulder Oil Basin, No.5. J.B. Sturtevant.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Landscape view of the Boulder Oil Basin.,Oil wells,http://id.worldcat.org/fast/1044913,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_45_xx169.jpg,https://ark.colorado.edu/ark:/47540/zh6n3202m5vn,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,388,4897,narv_sturtevant_45_xx169.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~388~294493
Sturtevant Plates,The Boulder Oil Basin. Looking North. 1902. J.B. Sturtevant.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1902,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Landscape view of the Boulder Oil Basin lookin north.,Oil wells,http://id.worldcat.org/fast/1044913,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_45_xx170.jpg,https://ark.colorado.edu/ark:/47540/fq3q6852q86c,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,389,4897,narv_sturtevant_45_xx170.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~389~294492
Sturtevant Plates,"The Boulder, Chautauqua, 1903, Photo by Rocky Mountain Joe, No.3","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1903,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Distant view of homes and tents in the Chautauqua Park area.,Landscapes,http://id.worldcat.org/fast/1735625,Tents,http://id.worldcat.org/fast/1147746,Auditoriums,http://id.worldcat.org/fast/821234,Dwellings,http://id.worldcat.org/fast/899978,Rocky Mountain Joe,local,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_49_xx692.jpg,https://ark.colorado.edu/ark:/47540/159m7n2567qd,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,665,4897,narv_sturtevant_49_xx692.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~665~294698
Sturtevant Plates,The Boulder-Valmont oil wells. J.B. Sturtevant.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Oil well with smoke coming out of a pipe in the background next to a creek.,Oil wells,http://id.worldcat.org/fast/1044913,Landscapes,http://id.worldcat.org/fast/1735625,Rivers,http://id.worldcat.org/fast/1098312,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_45_xx161.jpg,https://ark.colorado.edu/ark:/47540/7g44946382cr,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,380,4897,narv_sturtevant_45_xx161.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~380~294501
Sturtevant Plates,The Bucanan Tree Middle Park (Height 100 ft. Cir. 126 ft.),"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Tree line with the Bucanan tree standing well above the rest,Trees,http://id.worldcat.org/fast/1155984,Forests and forestry,http://id.worldcat.org/fast/932632,Landscapes,http://id.worldcat.org/fast/1735625,,,"Bass, Lawrence P.",local,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_41_xx495.jpg,https://ark.colorado.edu/ark:/47540/3n4v0q58n976,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,187,4897,narv_sturtevant_41_xx495.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~187~294182
Sturtevant Plates,"The campus from University Terrace No. 20, J.B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,Circa 1897,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Hale Scientific Building, Old Main, and Hazel Gates Woodruff Cottage at the University of Colorado Boulder campus.",Universities and colleges,http://id.worldcat.org/fast/1161597,College buildings,http://id.worldcat.org/fast/867723,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,,,narv_sturtevant_39_xx015.jpg,https://ark.colorado.edu/ark:/47540/bg9g2p52x5zz,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,13,4897,narv_sturtevant_39_xx015.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~13~294112
Sturtevant Plates,"The Chautauqua Boulder, Colo. No.26"" J.B. Sturtevant.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Northeast view of the University of Colorado Boulder, as well as the rear view of the Auditorium at Chautauqua.",Cities and towns,http://id.worldcat.org/fast/861748,Landscapes,http://id.worldcat.org/fast/1735625,Auditoriums,http://id.worldcat.org/fast/821234,College buildings,http://id.worldcat.org/fast/867723,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_46_xx282.jpg,https://ark.colorado.edu/ark:/47540/r85t6v79j5cm,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,485,4897,narv_sturtevant_46_xx282.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~485~294530
Sturtevant Plates,"The Chautauqua Boulder, Colo. No.27, J.B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Neighborhood of houses and an auditorium in the Chautauqua Park valley looking north.,Cities and towns,http://id.worldcat.org/fast/861748,Landscapes,http://id.worldcat.org/fast/1735625,Auditoriums,http://id.worldcat.org/fast/821234,Dwellings,http://id.worldcat.org/fast/899978,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_49_xx686.jpg,https://ark.colorado.edu/ark:/47540/jq358p18w0jf,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,660,4897,narv_sturtevant_49_xx686.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~660~294703
Sturtevant Plates,"The Chautauqua From Mountain, No. 29","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of Colorado Chautauqua Auditorium in Boulder.,Cities and towns,http://id.worldcat.org/fast/861748,Chautauquas,http://id.worldcat.org/fast/852616,Auditoriums,http://id.worldcat.org/fast/821234,Outdoor recreation,http://id.worldcat.org/fast/1049159,Rocky Mountain Joe,local,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_45_xx211.jpg,https://ark.colorado.edu/ark:/47540/w9330432n3q5,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,424,4897,narv_sturtevant_45_xx211.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~424~294457
Sturtevant Plates,"The Chautauqua, Boulder, Colo. 1899. No. 17, J B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1899,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Chautauqua Auditorium in Boulder, Colorado one year after its construction in 1898. The photo was taken from the southeast. Trees have just been planted north of the building.",Auditoriums,http://id.worldcat.org/fast/821234,Music-halls,http://id.worldcat.org/fast/1030671,Theaters,http://id.worldcat.org/fast/1149370,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_39_xx028.jpg,https://ark.colorado.edu/ark:/47540/1t2b3110668q,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,24,4897,narv_sturtevant_39_xx028.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~24~294101
